,Methods,SOD,SDD,Rotating Angles,Entropy,SSIM,MAE,RMSE,Relative Error,ZNCC,Time
53,SA,577.0,639.615950182279,"[ -0.88064998   2.25909217  -0.33863089  -8.99268629   0.46601929
  -0.27857326  -0.52529836 -11.50654846 -12.74372695  -8.52403527
  -0.69577319 -14.95785116  -8.70223731 -11.4522822   -1.09026377
 -12.47749988 -11.63936872  -8.65860453   0.84795291  -8.30000722
 -12.22503063 -13.99803982]",3.417901540652861,0.3290630814230201,144.59306992258644,151.98156152074802,0.6206463730375791,0.36602302722407104,22.3950457572937
54,SA,630.0,702.0395459922422,"[ -1.23982434   1.18359708  -6.29922585 -11.10920449  -5.41937512
   0.60801963   1.43741273 -12.08043909  -9.1130311   -9.96183859
  -0.87486832  -7.79925416  -7.77648236  -8.39316751   2.31342593
 -11.11512097 -11.25789407 -11.13403294  -0.46164793 -14.86538168
 -12.71989431 -11.74292638]",3.4148738918059287,0.32906189659562596,144.59308486741307,151.98157793508503,0.6206464310230674,0.35273414525508184,27.722084999084473
55,SA,433.0,475.44345282241045,"[  0.66819696  -7.12349304  -2.22913386 -11.61522178  -4.09039667
   0.03331309  -1.82758209  -9.01612396  -8.75714016  -9.69142084
   0.24106614 -12.69981586  -8.75477064 -10.67874083  -0.06336934
 -13.12636125  -8.48991305 -11.58930277  -1.76378349  -8.98732142
 -12.90945071  -8.08683353]",3.4068027309191122,0.3290627865542555,144.59305136861317,151.98155136888082,0.6206462287894977,0.35648858040353343,26.537713766098022
56,SA,624.0,697.5739626238287,"[  0.79956556   3.43434218   2.07684239 -10.18535877   1.93794752
   0.6471458   -1.72572138 -10.67021169 -10.47618733 -10.8727634
  -0.82105781 -10.17531679 -13.36419403 -13.68606973   1.43044107
 -10.71013704  -8.37061888 -14.41622734   0.3301783   -9.75397993
  -9.73168147 -11.71825991]",3.4853660546700156,0.3290626086638443,144.59308683663645,151.98158013111782,0.620646419378953,0.36265220653407176,22.83509850502014
57,SA,398.0,432.0545866168457,"[-10.21476407   7.63069521  18.31528567  -1.26483751   7.10712465
   2.94977044   3.64373857 -17.16573945  -8.74134876  -4.68595769
  -0.93078247 -15.97432976 -17.64693934  -2.15005528  -1.96054042
  -2.113444    -6.84719942  -2.28250101  -2.63946022 -16.44023525
  -5.250238   -18.66864027]",3.352214968843599,0.32906341221019564,144.59301010430985,151.98142221777155,0.620646487596186,0.5326353107531482,23.100717544555664
58,SA,387.0,417.80989294201555,"[-16.07219566  10.39104293  -1.15471793  -8.56517308  13.98116654
   0.17827011  -4.77485117  -7.06085647 -14.21253582  -8.60099172
   0.53521585 -12.69921869 -10.195121   -18.8668243   -4.90566825
 -13.89286548 -14.41855941  -5.98077838  -1.75354207 -11.30114127
 -19.85893124 -10.59074569]",3.1689169255816707,0.329067820773244,144.59300751886136,151.9814021131651,0.6206465508124316,0.5310147539963909,23.04539465904236
59,SA,438.0,478.7074443416745,"[ -1.82483182  -6.61784532   4.08767101 -10.13000806   7.32193474
   0.05040144  -0.90697248 -13.51478986  -9.07327991  -9.56906798
   0.82580686 -10.13099109  -8.70890139  -9.24540403  -0.25296943
  -7.68874354 -10.32204836 -11.43950575  -0.40507297 -10.2750888
 -10.18090355  -9.79589576]",3.4220873045032727,0.3290646278240776,144.59303883259417,151.98151344258503,0.6206463130921279,0.40472183661351224,22.787835359573364
60,EA,232.0,243.85346728514006,"[ 10.21426737   5.60941577   8.33406979  -2.4311925   -2.29845391
   0.86704855  -1.11338101  -6.55814227  -4.41435761 -12.0895197
   0.03330787  -9.79440083 -12.15161061  -9.91285929  -2.06810932
  -9.16989754 -18.19030066 -13.88052133  -0.60091472 -11.3939407
  -4.12756656  -6.7481333 ]",3.0984047157715042,0.3290648288723669,144.5929549044425,151.98145949240117,0.6206457392087433,0.3652665800872536,51.15073537826538
61,EA,138.0,146.09303120952762,"[ -2.43055535  12.29881398   0.42628023 -15.97169565  -7.77266511
   2.43176514  -4.86403007  -5.92589567  -5.24744726  -4.79677104
   4.22545022  -1.9476803  -10.45248506  -9.33828728   1.60138787
 -16.32807721  -7.62145325 -10.63672891  -2.68644073  -1.5206456
  -4.51543627 -18.29827427]",3.0387647139155796,0.32906435806395956,144.5929396817422,151.9814402046071,0.6206457387725846,0.38113799210718646,49.278395652770996
62,EA,146.0,153.46034646580156,"[  0.20607753  -0.16439408   1.03263518 -12.29792878 -16.24788149
   0.19316433  -0.11375036 -13.01704097  -8.46860986 -14.88450662
  -2.09550322  -9.02174377  -9.37055012  -9.45565793  -0.65964367
  -8.82551387 -11.14678352  -7.96146392   0.45812161  -6.32140282
 -17.09129269 -11.16999356]",3.113909203974227,0.329062899943792,144.59294945551665,151.9814666861776,0.6206457067556894,0.351404771066905,45.85812282562256
