,SOD,SOD Error,SDD,SDD Error,Rotating Angles,SSIM,MAE,RMSE,Relative Error,ZNCC,Time
0,575.0,475.0,664.6991949965636,524.6991949965636,"[ -0.22391372  16.69951422  -7.1391381  -19.25397851  -3.37371357
   0.62379206  -4.51192482 -19.66199445 -12.33304081 -12.23351558
  -1.09463716 -10.33067702  -0.37122096 -16.79750395  -0.06654844
  -1.75478697 -11.54746942  -2.38640185  -2.32721455  -1.70473412
  -9.15274113  -4.20886191]",0.9999843991069345,0.000388712062784988,0.0013682123967832234,4.859194941334578e-06,0.6131315329954267,13.1149742603302
1,584.0,484.0,664.6991949965636,524.6991949965636,"[ -0.23054629  16.69951422  -7.1391381  -19.25397851  -3.37371357
   0.62379206  -4.51192482 -19.66199445 -12.33304081 -12.23351558
  -1.09463716 -10.33067702  -0.37122096 -16.79750395  -0.06615408
  -1.75478697 -11.54746942  -2.38640185  -2.32721455  -1.70473412
  -9.15274113  -4.20886191]",0.9999841304697135,0.00040659255723262,0.0014122975752977709,5.08271404459219e-06,0.5836884190905042,72.51737713813782
2,582.0,482.0,664.6991949965636,524.6991949965636,"[ -0.23054629  16.69951422  -7.1391381  -19.25397851  -3.37371357
   0.62379206  -4.51192482 -19.66199445 -12.33304081 -12.23351558
  -1.09463716 -10.33067702  -0.37122096 -16.79750395  -0.06646941
  -1.75478697 -11.54746942  -2.38640185  -2.32721455  -1.70473412
  -9.15274113  -4.20886191]",0.9999841914745197,0.00040264842553167703,0.0014028863119920527,5.033409665426077e-06,0.5901181426146953,137.46868085861206
3,578.0,478.0,789.2073276610884,649.2073276610884,"[  3.35893707  15.1504515   12.71587687  -6.50456986 -14.26522417
  -1.87284884  -3.95822005  -2.86988362  -5.22438362  -3.43385207
  -3.84784552  -7.85616602  -1.84873668 -13.23000138   1.09187848
 -15.41250184 -17.47062487  -1.08303562   1.01799192 -14.47186752
 -17.11153863  -0.9824156 ]",0.9999861843048502,0.00034259641284330026,0.001096524558488892,4.282643274407842e-06,0.7807555500486618,6.572021245956421
4,578.0,478.0,789.2073276610884,649.2073276610884,"[  3.35893707  15.15045022  12.71587687  -6.50456986 -14.26522417
  -1.87284884  -3.95822005  -2.86988362  -5.22438362  -3.43385207
  -3.84784552  -7.85616602  -1.84873668 -13.23000138   1.09187848
 -15.41250184 -17.47062487  -1.08303562   1.01799192 -14.47186752
 -17.11153863  -0.9824156 ]",0.9999861843232125,0.0003425965130898273,0.0010965246596144004,4.282644527539679e-06,0.7807554906203312,15.54963731765747
5,578.0,478.0,789.2073276610884,649.2073276610884,"[  3.35893707  15.15045022  12.71587687  -6.50456986 -14.26522417
  -1.87284884  -3.95822005  -2.86988362  -5.22438362  -3.43385207
  -3.84784552  -7.85616602  -1.84873668 -13.23000138   1.09187848
 -15.41250184 -17.47062487  -1.08303562   1.01799192 -14.47186752
 -17.11153863  -0.9824156 ]",0.9999861843232125,0.0003425965130898273,0.0010965246596144004,4.282644527539679e-06,0.7807554906203312,46.56768870353699
